term	level	class
GO:0038064	4	molecular_function
GO:0038065	4	biological_process
GO:0038066	6	biological_process
GO:0038083	7	biological_process
GO:0038084	6	biological_process
GO:0038085	4	molecular_function
GO:0038086	7	biological_process
GO:0038087	8	biological_process
GO:0038088	8	biological_process
GO:0038089	7	biological_process
GO:0038090	8	biological_process
GO:0038091	6	biological_process
GO:0038092	7	biological_process
GO:0038093	5	biological_process
GO:0038094	6	biological_process
GO:0038095	6	biological_process
GO:0038096	4	biological_process
GO:0038097	6	biological_process
GO:0038098	7	biological_process
GO:0038099	6	biological_process
GO:0038100	3	molecular_function
GO:0038101	8	biological_process
GO:0038102	5	molecular_function
GO:0038103	6	molecular_function
GO:0038104	3	cellular_component
GO:0038105	8	biological_process
GO:0038106	3	molecular_function
GO:0038107	8	biological_process
GO:0038108	5	biological_process
GO:0038109	5	biological_process
GO:0038110	5	biological_process
GO:0038111	5	biological_process
GO:0038112	5	biological_process
GO:0038113	5	biological_process
GO:0038114	5	biological_process
GO:0038115	6	biological_process
GO:0038116	6	biological_process
GO:0038117	7	molecular_function
GO:0038118	6	biological_process
GO:0038119	7	biological_process
GO:0038120	7	biological_process
GO:0038121	7	molecular_function
GO:0038122	7	molecular_function
GO:0038123	7	biological_process
GO:0038124	7	biological_process
GO:0038127	6	biological_process
GO:0038128	7	biological_process
GO:0038129	7	biological_process
GO:0038130	7	biological_process
GO:0038131	4	molecular_function
GO:0038132	4	molecular_function
GO:0038133	8	biological_process
GO:0038134	8	biological_process
GO:0038135	8	biological_process
GO:0038136	8	biological_process
GO:0038137	8	biological_process
GO:0038138	8	biological_process
GO:0038139	4	cellular_component
GO:0038140	4	cellular_component
GO:0038141	4	cellular_component
GO:0038142	4	cellular_component
GO:0038143	4	cellular_component
GO:0038144	4	cellular_component
GO:0038145	5	biological_process
GO:0038146	6	biological_process
GO:0038147	7	molecular_function
GO:0038148	6	biological_process
GO:0038149	7	molecular_function
GO:0038150	6	biological_process
GO:0038151	7	biological_process
GO:0038152	6	biological_process
GO:0038153	7	biological_process
GO:0038154	5	biological_process
GO:0038155	5	biological_process
GO:0038156	5	biological_process
GO:0038157	5	biological_process
GO:0038158	5	biological_process
GO:0038159	6	biological_process
GO:0038160	7	biological_process
GO:0038161	4	biological_process
GO:0038162	5	biological_process
GO:0038163	6	biological_process
GO:0038164	5	molecular_function
GO:0038165	5	biological_process
GO:0038166	4	biological_process
GO:0038167	8	biological_process
GO:0038168	9	biological_process
GO:0038169	4	biological_process
GO:0038170	4	biological_process
GO:0038171	4	biological_process
GO:0038172	5	biological_process
GO:0038173	5	biological_process
GO:0038174	6	molecular_function
GO:0038175	7	biological_process
GO:0038176	7	biological_process
GO:0038177	5	molecular_function
GO:0038178	4	biological_process
GO:0038179	4	biological_process
GO:0038180	5	biological_process
GO:0038181	3	molecular_function
GO:0038182	4	molecular_function
GO:0038183	3	biological_process
GO:0038184	4	biological_process
GO:0038185	4	biological_process
GO:0038186	4	molecular_function
GO:0038187	3	molecular_function
GO:0038188	4	biological_process
GO:0038189	4	biological_process
GO:0038190	5	biological_process
GO:0038191	4	molecular_function
GO:0038192	4	biological_process
GO:0038193	4	biological_process
GO:0038194	4	biological_process
GO:0038195	4	biological_process
GO:0038196	6	biological_process
GO:0038197	4	cellular_component
GO:0038198	3	molecular_function
GO:0038199	3	molecular_function
GO:0038200	4	molecular_function
GO:0038201	3	cellular_component
GO:0038202	5	biological_process
GO:0038203	5	biological_process
GO:0039003	5	biological_process
GO:0039004	6	biological_process
GO:0039005	5	biological_process
GO:0039006	7	biological_process
GO:0039007	4	biological_process
GO:0039008	7	biological_process
GO:0039009	3	biological_process
GO:0039010	6	biological_process
GO:0039011	8	biological_process
GO:0039012	3	biological_process
GO:0039013	8	biological_process
GO:0039014	5	biological_process
GO:0039015	4	biological_process
GO:0039016	5	biological_process
GO:0039017	4	biological_process
GO:0039018	3	biological_process
GO:0039019	4	biological_process
GO:0039020	6	biological_process
GO:0039021	4	biological_process
GO:0039022	5	biological_process
GO:0039023	6	biological_process
GO:0039501	6	biological_process
GO:0039502	6	biological_process
GO:0039503	4	biological_process
GO:0039504	4	biological_process
GO:0039505	4	biological_process
GO:0039506	4	biological_process
GO:0039507	4	biological_process
GO:0039513	5	biological_process
GO:0039514	6	biological_process
GO:0039516	3	biological_process
GO:0039519	4	biological_process
GO:0039520	5	biological_process
GO:0039521	4	biological_process
GO:0039522	4	biological_process
GO:0039523	6	biological_process
GO:0039524	5	biological_process
GO:0039525	4	biological_process
GO:0039526	4	biological_process
GO:0039527	6	biological_process
GO:0039529	5	biological_process
GO:0039530	5	biological_process
GO:0039531	6	biological_process
GO:0039532	5	biological_process
GO:0039533	7	biological_process
GO:0039534	6	biological_process
GO:0039535	7	biological_process
GO:0039536	6	biological_process
GO:0039537	5	biological_process
GO:0039540	6	biological_process
GO:0039545	6	biological_process
GO:0039548	6	biological_process
GO:0039552	4	molecular_function
GO:0039554	6	biological_process
GO:0039556	4	molecular_function
GO:0039557	6	biological_process
GO:0039560	5	biological_process
GO:0039562	7	biological_process
GO:0039563	8	biological_process
GO:0039564	8	biological_process
GO:0039573	4	biological_process
GO:0039574	5	biological_process
GO:0039576	7	biological_process
GO:0039579	5	biological_process
GO:0039580	5	biological_process
GO:0039585	4	biological_process
GO:0039587	5	biological_process
GO:0039588	5	biological_process
GO:0039592	6	biological_process
GO:0039593	6	biological_process
GO:0039594	6	molecular_function
GO:0039595	5	biological_process
GO:0039602	6	biological_process
GO:0039604	5	biological_process
GO:0039606	6	biological_process
GO:0039615	4	cellular_component
GO:0039616	4	cellular_component
GO:0039617	4	cellular_component
GO:0039618	4	cellular_component
GO:0039619	4	cellular_component
GO:0039620	4	cellular_component
GO:0039621	4	cellular_component
GO:0039622	4	cellular_component
GO:0039623	4	cellular_component
GO:0039624	2	cellular_component
GO:0039625	2	cellular_component
GO:0039626	2	cellular_component
GO:0039627	4	cellular_component
GO:0039628	4	cellular_component
GO:0039629	4	cellular_component
GO:0039630	3	molecular_function
GO:0039634	4	biological_process
GO:0039635	5	biological_process
GO:0039636	4	biological_process
GO:0039637	3	biological_process
GO:0039638	7	biological_process
GO:0039639	5	biological_process
GO:0039640	4	biological_process
GO:0039641	3	cellular_component
GO:0039642	2	cellular_component
GO:0039643	5	cellular_component
GO:0039644	5	biological_process
GO:0039645	6	biological_process
GO:0039646	6	biological_process
GO:0039648	4	biological_process
GO:0039652	4	biological_process
GO:0039653	5	biological_process
GO:0039654	3	biological_process
GO:0039656	4	biological_process
GO:0039657	4	biological_process
GO:0039658	2	cellular_component
GO:0039660	2	molecular_function
GO:0039661	6	cellular_component
GO:0039662	6	cellular_component
GO:0039663	2	biological_process
GO:0039664	2	biological_process
GO:0039665	2	biological_process
GO:0039666	7	biological_process
GO:0039667	7	biological_process
GO:0039668	8	biological_process
GO:0039669	8	biological_process
GO:0039670	3	cellular_component
GO:0039671	5	biological_process
GO:0039672	6	biological_process
GO:0039673	5	biological_process
GO:0039674	6	biological_process
GO:0039675	7	biological_process
GO:0039677	7	biological_process
GO:0039678	7	biological_process
GO:0039679	5	cellular_component
GO:0039680	5	biological_process
GO:0039682	5	biological_process
GO:0039683	6	biological_process
GO:0039684	6	biological_process
GO:0039685	4	biological_process
GO:0039686	4	biological_process
GO:0039687	4	biological_process
GO:0039688	4	biological_process
GO:0039689	4	biological_process
GO:0039690	4	biological_process
GO:0039691	4	biological_process
GO:0039692	4	biological_process
GO:0039693	3	biological_process
GO:0039694	3	biological_process
GO:0039695	3	biological_process
GO:0039696	3	biological_process
GO:0039697	4	biological_process
GO:0039698	2	biological_process
GO:0039699	5	biological_process
GO:0039700	2	biological_process
GO:0039701	5	biological_process
GO:0039702	3	biological_process
GO:0039703	6	biological_process
GO:0039704	3	biological_process
GO:0039705	7	biological_process
GO:0039706	3	molecular_function
GO:0039707	2	biological_process
GO:0039708	3	biological_process
GO:0039709	3	biological_process
GO:0039710	4	biological_process
GO:0039711	4	biological_process
GO:0039713	4	cellular_component
GO:0039714	5	cellular_component
GO:0039715	5	cellular_component
GO:0039716	6	cellular_component
GO:0039717	6	cellular_component
GO:0039718	6	cellular_component
GO:0039719	6	cellular_component
GO:0039720	6	cellular_component
GO:0039721	6	cellular_component
GO:0039722	5	biological_process
GO:0039723	6	biological_process
GO:0039724	6	biological_process
GO:0040001	5	biological_process
GO:0040002	4	biological_process
GO:0040003	4	biological_process
GO:0040004	3	biological_process
GO:0040005	3	biological_process
GO:0040007	1	biological_process
GO:0040008	3	biological_process
GO:0040009	4	biological_process
GO:0040010	5	biological_process
GO:0040011	1	biological_process
GO:0040012	3	biological_process
GO:0040013	4	biological_process
GO:0040014	4	biological_process
GO:0040015	5	biological_process
GO:0040016	3	biological_process
GO:0040017	4	biological_process
GO:0040018	5	biological_process
GO:0040019	5	biological_process
GO:0040020	5	biological_process
GO:0040021	5	biological_process
GO:0040022	6	biological_process
GO:0040024	5	biological_process
GO:0040025	5	biological_process
GO:0040026	5	biological_process
GO:0040027	5	biological_process
GO:0040028	4	biological_process
GO:0040029	6	biological_process
GO:0040031	6	biological_process
GO:0040032	4	biological_process
GO:0040033	9	biological_process
GO:0040034	4	biological_process
GO:0040036	5	biological_process
GO:0040037	6	biological_process
GO:0040038	3	biological_process
GO:0040039	4	biological_process
GO:0040040	3	biological_process
GO:0042000	5	biological_process
GO:0042001	5	biological_process
GO:0042003	6	biological_process
GO:0042004	6	biological_process
GO:0042006	6	biological_process
GO:0042007	4	molecular_function
GO:0042008	5	molecular_function
GO:0042009	4	molecular_function
GO:0042010	5	molecular_function
GO:0042011	4	molecular_function
GO:0042012	5	molecular_function
GO:0042013	4	molecular_function
GO:0042014	5	molecular_function
GO:0042015	4	molecular_function
GO:0042016	5	molecular_function
GO:0042017	4	molecular_function
GO:0042018	5	molecular_function
GO:0042019	4	molecular_function
GO:0042020	5	molecular_function
GO:0042021	4	molecular_function
GO:0042022	4	cellular_component
GO:0042023	4	biological_process
GO:0042025	7	cellular_component
GO:0042026	3	biological_process
GO:0042030	3	molecular_function
GO:0042037	6	biological_process
GO:0042038	6	biological_process
GO:0042039	6	biological_process
GO:0042040	5	biological_process
GO:0042042	6	biological_process
GO:0042043	4	molecular_function
GO:0042044	4	biological_process
GO:0042045	5	biological_process
GO:0042046	4	biological_process
GO:0042047	5	biological_process
GO:0042048	4	biological_process
GO:0042049	5	biological_process
GO:0042051	7	biological_process
GO:0042052	5	biological_process
GO:0042053	6	biological_process
GO:0042054	4	molecular_function
GO:0042056	5	molecular_function
GO:0042058	6	biological_process
GO:0042059	7	biological_process
GO:0042060	4	biological_process
GO:0042062	6	biological_process
GO:0042063	5	biological_process
GO:0042065	4	biological_process
GO:0042066	5	biological_process
GO:0042067	3	biological_process
GO:0042068	5	biological_process
GO:0042069	5	biological_process
GO:0042070	3	biological_process
GO:0042071	3	molecular_function
GO:0042073	3	biological_process
GO:0042074	5	biological_process
GO:0042075	5	biological_process
GO:0042076	5	biological_process
GO:0042077	6	biological_process
GO:0042078	3	biological_process
GO:0042081	6	biological_process
GO:0042082	6	biological_process
GO:0042083	5	molecular_function
GO:0042084	5	molecular_function
GO:0042085	5	molecular_function
GO:0042086	5	molecular_function
GO:0042088	5	biological_process
GO:0042092	3	biological_process
GO:0042093	9	biological_process
GO:0042098	5	biological_process
GO:0042100	5	biological_process
GO:0042101	4	cellular_component
GO:0042102	8	biological_process
GO:0042103	9	biological_process
GO:0042104	9	biological_process
GO:0042105	5	cellular_component
GO:0042106	5	cellular_component
GO:0042110	4	biological_process
GO:0042113	4	biological_process
GO:0042116	4	biological_process
GO:0042117	4	biological_process
GO:0042118	3	biological_process
GO:0042119	5	biological_process
GO:0042120	5	biological_process
GO:0042121	6	biological_process
GO:0042122	6	biological_process
GO:0042123	3	molecular_function
GO:0042124	4	molecular_function
GO:0042125	5	biological_process
GO:0042126	4	biological_process
GO:0042127	4	biological_process
GO:0042128	4	biological_process
GO:0042129	7	biological_process
GO:0042130	8	biological_process
GO:0042131	7	molecular_function
GO:0042132	8	molecular_function
GO:0042133	3	biological_process
GO:0042134	6	molecular_function
GO:0042135	4	biological_process
GO:0042136	4	biological_process
GO:0042137	3	biological_process
GO:0042138	4	biological_process
GO:0042139	6	biological_process
GO:0042140	6	biological_process
GO:0042144	7	biological_process
GO:0042147	4	biological_process
GO:0042148	6	biological_process
GO:0042149	5	biological_process
GO:0042150	7	biological_process
GO:0042151	5	cellular_component
GO:0042152	7	biological_process
GO:0042157	4	biological_process
GO:0042158	5	biological_process
GO:0042159	5	biological_process
GO:0042160	5	biological_process
GO:0042161	6	biological_process
GO:0042162	6	molecular_function
GO:0042163	5	molecular_function
GO:0042164	5	molecular_function
GO:0042165	2	molecular_function
GO:0042166	3	molecular_function
GO:0042167	4	biological_process
GO:0042168	3	biological_process
GO:0042169	4	molecular_function
GO:0042170	4	cellular_component
GO:0042171	6	molecular_function
GO:0042173	5	biological_process
GO:0042174	6	biological_process
GO:0042175	3	cellular_component
GO:0042176	5	biological_process
GO:0042177	6	biological_process
GO:0042178	4	biological_process
GO:0042179	3	biological_process
GO:0042180	3	biological_process
GO:0042181	4	biological_process
GO:0042182	4	biological_process
GO:0042183	4	biological_process
GO:0042184	5	biological_process
GO:0042185	6	biological_process
GO:0042186	6	biological_process
GO:0042187	6	biological_process
GO:0042188	4	biological_process
GO:0042189	5	biological_process
GO:0042190	5	biological_process
GO:0042191	5	biological_process
GO:0042192	5	biological_process
GO:0042193	5	biological_process
GO:0042194	7	biological_process
GO:0042195	6	biological_process
GO:0042196	4	biological_process
GO:0042197	3	biological_process
GO:0042198	4	biological_process
GO:0042199	4	biological_process
GO:0042200	5	biological_process
GO:0042201	5	biological_process
GO:0042202	6	biological_process
GO:0042203	5	biological_process
GO:0042204	5	biological_process
GO:0042205	5	biological_process
GO:0042206	4	biological_process
GO:0042207	5	biological_process
GO:0042208	5	biological_process
GO:0042209	4	biological_process
GO:0042210	4	biological_process
GO:0042211	4	biological_process
GO:0042212	5	biological_process
GO:0042213	6	biological_process
GO:0042214	4	biological_process
GO:0042215	5	biological_process
GO:0042216	5	biological_process
GO:0042217	5	biological_process
GO:0042218	6	biological_process
GO:0042219	4	biological_process
GO:0042220	4	biological_process
GO:0042221	2	biological_process
GO:0042242	5	molecular_function
GO:0042243	3	biological_process
GO:0042244	4	biological_process
GO:0042245	6	biological_process
GO:0042246	3	biological_process
GO:0042247	4	biological_process
GO:0042248	4	biological_process
GO:0042249	5	biological_process
GO:0042250	4	biological_process
GO:0042251	4	biological_process
GO:0042252	5	biological_process
GO:0042254	5	biological_process
GO:0042255	7	biological_process
GO:0042256	8	biological_process
GO:0042258	7	biological_process
GO:0042262	4	biological_process
GO:0042263	6	molecular_function
GO:0042264	6	biological_process
GO:0042267	4	biological_process
GO:0042268	4	biological_process
GO:0042269	6	biological_process
GO:0042270	8	biological_process
GO:0042271	8	biological_process
GO:0042272	3	cellular_component
GO:0042273	5	biological_process
GO:0042274	5	biological_process
GO:0042275	7	biological_process
GO:0042276	8	biological_process
GO:0042277	3	molecular_function
GO:0042278	5	biological_process
GO:0042279	5	molecular_function
GO:0042281	6	molecular_function
GO:0042283	6	molecular_function
GO:0042284	5	molecular_function
GO:0042285	5	molecular_function
GO:0042286	5	molecular_function
GO:0042287	4	molecular_function
GO:0042288	5	molecular_function
GO:0042289	5	molecular_function
GO:0042292	3	molecular_function
GO:0042293	3	molecular_function
GO:0042294	4	molecular_function
GO:0042296	4	molecular_function
GO:0042297	5	biological_process
GO:0042299	5	molecular_function
GO:0042300	5	molecular_function
GO:0042301	4	molecular_function
GO:0042302	2	molecular_function
GO:0042303	2	biological_process
GO:0042304	6	biological_process
GO:0042305	5	biological_process
GO:0042306	7	biological_process
GO:0042307	7	biological_process
GO:0042308	7	biological_process
GO:0042309	4	biological_process
GO:0042310	6	biological_process
GO:0042311	6	biological_process
GO:0042313	6	biological_process
GO:0042314	5	molecular_function
GO:0042316	3	biological_process
GO:0042317	4	biological_process
GO:0042318	4	biological_process
GO:0042320	6	biological_process
GO:0042321	5	biological_process
GO:0042322	6	biological_process
GO:0042323	6	biological_process
GO:0042324	6	molecular_function
GO:0042325	7	biological_process
GO:0042326	8	biological_process
GO:0042327	8	biological_process
GO:0042328	6	molecular_function
GO:0042329	3	molecular_function
GO:0042330	2	biological_process
GO:0042331	4	biological_process
GO:0042332	3	biological_process
GO:0042333	4	biological_process
GO:0042334	4	biological_process
GO:0042335	3	biological_process
GO:0042337	5	biological_process
GO:0042338	5	biological_process
GO:0042339	4	biological_process
GO:0042340	5	biological_process
GO:0042341	3	biological_process
GO:0042342	4	biological_process
GO:0042343	5	biological_process
GO:0042344	6	biological_process
GO:0042349	3	molecular_function
GO:0042350	5	biological_process
GO:0042351	6	biological_process
GO:0042352	5	biological_process
GO:0042353	6	biological_process
GO:0042354	6	biological_process
GO:0042355	7	biological_process
GO:0042356	5	molecular_function
GO:0042357	4	biological_process
GO:0042358	5	biological_process
GO:0042359	4	biological_process
GO:0042360	4	biological_process
GO:0042361	6	biological_process
GO:0042362	5	biological_process
GO:0042363	5	biological_process
GO:0042364	5	biological_process
GO:0042365	5	biological_process
GO:0042366	6	biological_process
GO:0042367	4	biological_process
GO:0042368	5	biological_process
GO:0042369	5	biological_process
GO:0042370	5	biological_process
GO:0042371	6	biological_process
GO:0042372	7	biological_process
GO:0042373	5	biological_process
GO:0042374	6	biological_process
GO:0042376	7	biological_process
GO:0042377	6	biological_process
GO:0042379	5	molecular_function
GO:0042380	3	molecular_function
GO:0042381	3	biological_process
GO:0042382	3	cellular_component
GO:0042383	4	cellular_component
GO:0042385	4	cellular_component
GO:0042386	2	biological_process
GO:0042387	3	biological_process
GO:0042388	6	biological_process
GO:0042389	4	molecular_function
GO:0042390	6	biological_process
GO:0042391	3	biological_process
GO:0042392	7	molecular_function
GO:0042393	3	molecular_function
GO:0042395	3	biological_process
GO:0042396	5	biological_process
GO:0042397	5	biological_process
GO:0042398	4	biological_process
GO:0042399	4	biological_process
GO:0042400	5	biological_process
GO:0042401	6	biological_process
GO:0042402	6	biological_process
GO:0042403	3	biological_process
GO:0042404	4	biological_process
GO:0042405	4	cellular_component
GO:0042406	4	cellular_component
GO:0042407	7	biological_process
GO:0042409	6	molecular_function
GO:0042410	5	molecular_function
GO:0042412	5	biological_process
GO:0042413	6	biological_process
GO:0042414	7	biological_process
GO:0042415	7	biological_process
GO:0042416	8	biological_process
GO:0042417	7	biological_process
GO:0042418	8	biological_process
GO:0042419	8	biological_process
GO:0042420	8	biological_process
GO:0042421	8	biological_process
GO:0042422	8	biological_process
GO:0042423	7	biological_process
GO:0042424	7	biological_process
GO:0042425	5	biological_process
GO:0042426	5	biological_process
GO:0042427	5	biological_process
GO:0042428	4	biological_process
GO:0042429	5	biological_process
GO:0042430	4	biological_process
GO:0042431	5	biological_process
GO:0042432	6	biological_process
GO:0042433	6	biological_process
GO:0042435	5	biological_process
GO:0042436	5	biological_process
GO:0042437	5	biological_process
GO:0042438	4	biological_process
GO:0042439	4	biological_process
GO:0042440	2	biological_process
GO:0042441	5	biological_process
GO:0042442	4	biological_process
GO:0042443	5	biological_process
GO:0042444	6	biological_process
GO:0042445	2	biological_process
GO:0042446	3	biological_process
GO:0042447	3	biological_process
GO:0042448	3	biological_process
GO:0042450	6	biological_process
GO:0042451	6	biological_process
GO:0042452	8	biological_process
GO:0042453	7	biological_process
GO:0042454	6	biological_process
GO:0042455	6	biological_process
GO:0042457	5	biological_process
GO:0042458	6	biological_process
GO:0042459	6	biological_process
GO:0042461	5	biological_process
GO:0042462	6	biological_process
GO:0042463	6	biological_process
GO:0042464	8	biological_process
GO:0042465	3	biological_process
GO:0042466	4	biological_process
GO:0042467	4	biological_process
GO:0042468	4	biological_process
GO:0042469	4	molecular_function
GO:0042470	8	cellular_component
GO:0042471	5	biological_process
GO:0042472	4	biological_process
GO:0042473	4	biological_process
GO:0042474	4	biological_process
GO:0042475	5	biological_process
GO:0042476	4	biological_process
GO:0042478	6	biological_process
GO:0042479	6	biological_process
GO:0042480	7	biological_process
GO:0042481	6	biological_process
GO:0042482	6	biological_process
GO:0042483	6	biological_process
GO:0042487	7	biological_process
GO:0042488	7	biological_process
GO:0042489	7	biological_process
GO:0042490	5	biological_process
GO:0042491	6	biological_process
GO:0042492	6	biological_process
GO:0042494	5	biological_process
GO:0042495	7	biological_process
GO:0042496	7	biological_process
GO:0042497	4	molecular_function
GO:0042498	4	molecular_function
GO:0042500	6	molecular_function
GO:0042501	7	biological_process
GO:0042509	9	biological_process
GO:0042531	10	biological_process
GO:0042532	8	biological_process
GO:0042537	4	biological_process
GO:0042538	5	biological_process
GO:0042539	5	biological_process
GO:0042540	5	biological_process
GO:0042541	5	biological_process
GO:0042542	4	biological_process
GO:0042543	6	biological_process
GO:0042544	7	biological_process
GO:0042545	4	biological_process
GO:0042546	3	biological_process
GO:0042547	5	biological_process
GO:0042548	6	biological_process
GO:0042549	7	biological_process
GO:0042550	7	biological_process
GO:0042551	4	biological_process
GO:0042552	4	biological_process
GO:0042554	5	biological_process
GO:0042555	2	cellular_component
GO:0042556	5	molecular_function
GO:0042557	6	molecular_function
GO:0042558	4	biological_process
GO:0042559	5	biological_process
GO:0042560	5	biological_process
GO:0042561	5	molecular_function
GO:0042562	2	molecular_function
GO:0042564	3	cellular_component
GO:0042565	3	cellular_component
GO:0042566	5	cellular_component
GO:0042567	4	cellular_component
GO:0042568	4	cellular_component
GO:0042571	3	cellular_component
GO:0042572	3	biological_process
GO:0042573	3	biological_process
GO:0042574	4	biological_process
GO:0042575	3	cellular_component
GO:0042577	6	molecular_function
GO:0042578	4	molecular_function
GO:0042579	5	cellular_component
GO:0042580	7	cellular_component
GO:0042581	9	cellular_component
GO:0042582	9	cellular_component
GO:0042583	9	cellular_component
GO:0042584	6	cellular_component
GO:0042585	8	cellular_component
GO:0042586	5	molecular_function
GO:0042587	2	cellular_component
GO:0042588	9	cellular_component
GO:0042589	6	cellular_component
GO:0042590	5	biological_process
GO:0042592	1	biological_process
GO:0042593	4	biological_process
GO:0042594	3	biological_process
GO:0042595	4	biological_process
GO:0042596	3	biological_process
GO:0042597	2	cellular_component
GO:0042599	9	cellular_component
GO:0042600	3	cellular_component
GO:0042601	3	cellular_component
GO:0042602	5	molecular_function
GO:0042603	4	cellular_component
GO:0042605	3	molecular_function
GO:0042608	3	molecular_function
GO:0042609	4	molecular_function
GO:0042610	4	molecular_function
GO:0042611	4	cellular_component
GO:0042612	5	cellular_component
GO:0042613	5	cellular_component
GO:0042614	4	molecular_function
GO:0042615	4	molecular_function
GO:0042617	7	biological_process
GO:0042618	4	biological_process
GO:0042619	5	biological_process
GO:0042620	3	biological_process
GO:0042621	4	biological_process
GO:0042622	6	cellular_component
GO:0042625	3	molecular_function
GO:0042626	2	molecular_function
GO:0042627	5	cellular_component
GO:0042628	2	biological_process
GO:0042629	8	cellular_component
GO:0042630	3	biological_process
GO:0042631	4	biological_process
GO:0042632	5	biological_process
GO:0042633	3	biological_process
GO:0042634	4	biological_process
GO:0042635	5	biological_process
GO:0042636	5	biological_process
GO:0042637	3	biological_process
GO:0042638	3	biological_process
GO:0042639	3	biological_process
GO:0042640	3	biological_process
GO:0042641	2	cellular_component
GO:0042642	3	cellular_component
GO:0042644	4	cellular_component
GO:0042645	3	cellular_component
GO:0042646	3	cellular_component
GO:0042647	4	cellular_component
GO:0042648	7	cellular_component
GO:0042649	7	cellular_component
GO:0042650	6	cellular_component
GO:0042651	4	cellular_component
GO:0042652	4	cellular_component
GO:0042653	4	cellular_component
GO:0042654	5	molecular_function
GO:0042656	6	molecular_function
GO:0042657	6	molecular_function
GO:0042658	6	molecular_function
GO:0042659	5	biological_process
GO:0042660	6	biological_process
GO:0042661	6	biological_process
GO:0042662	7	biological_process
GO:0042663	6	biological_process
GO:0042664	7	biological_process
GO:0042665	6	biological_process
GO:0042666	7	biological_process
GO:0042667	5	biological_process
GO:0042668	5	biological_process
GO:0042669	6	biological_process
GO:0042670	8	biological_process
GO:0042671	6	biological_process
GO:0042672	6	biological_process
GO:0042673	6	biological_process
GO:0042675	4	biological_process
GO:0042676	4	biological_process
GO:0042679	4	biological_process
GO:0042680	4	biological_process
GO:0042682	6	biological_process
GO:0042683	7	biological_process
GO:0042684	5	biological_process
GO:0042685	5	biological_process
GO:0042686	7	biological_process
GO:0042688	3	biological_process
GO:0042689	5	biological_process
GO:0042690	6	biological_process
GO:0042691	6	biological_process
GO:0042692	4	biological_process
GO:0042693	4	biological_process
GO:0042694	4	biological_process
GO:0042695	5	biological_process
GO:0042696	3	biological_process
GO:0042697	3	biological_process
GO:0042698	2	biological_process
GO:0042699	3	biological_process
GO:0042700	4	biological_process
GO:0042701	3	biological_process
GO:0042702	3	biological_process
GO:0042703	3	biological_process
GO:0042704	3	biological_process
GO:0042705	6	biological_process
GO:0042706	6	biological_process
GO:0042707	6	biological_process
GO:0042709	4	cellular_component
GO:0042710	4	biological_process
GO:0042711	4	biological_process
GO:0042712	4	biological_process
GO:0042713	3	biological_process
GO:0042714	6	biological_process
GO:0042716	2	cellular_component
GO:0042717	4	cellular_component
GO:0042718	2	cellular_component
GO:0042719	3	cellular_component
GO:0042720	3	cellular_component
GO:0042721	4	cellular_component
GO:0042722	6	biological_process
GO:0042723	4	biological_process
GO:0042724	5	biological_process
GO:0042725	5	biological_process
GO:0042726	4	biological_process
GO:0042727	5	biological_process
GO:0042728	5	biological_process
GO:0042729	3	cellular_component
GO:0042730	6	biological_process
GO:0042731	4	molecular_function
GO:0042732	5	biological_process
GO:0042733	4	biological_process
GO:0042734	5	cellular_component
GO:0042735	5	cellular_component
GO:0042736	5	molecular_function
GO:0042740	4	biological_process
GO:0042741	4	biological_process
GO:0042742	4	biological_process
GO:0042743	3	biological_process
GO:0042744	4	biological_process
GO:0042745	4	biological_process
GO:0042746	5	biological_process
GO:0042747	5	biological_process
GO:0042748	5	biological_process
GO:0042749	4	biological_process
GO:0042750	3	biological_process
GO:0042751	3	biological_process
GO:0042752	3	biological_process
GO:0042753	4	biological_process
GO:0042754	4	biological_process
GO:0042755	4	biological_process
GO:0042756	4	biological_process
GO:0042757	6	cellular_component
GO:0042758	6	biological_process
GO:0042759	6	biological_process
GO:0042760	6	biological_process
GO:0042761	6	biological_process
GO:0042762	5	biological_process
GO:0042763	2	cellular_component
GO:0042764	3	cellular_component
GO:0042765	3	cellular_component
GO:0042767	5	molecular_function
GO:0042768	5	molecular_function
GO:0042770	4	biological_process
GO:0042771	6	biological_process
GO:0042772	5	biological_process
GO:0042773	6	biological_process
GO:0042774	7	biological_process
GO:0042775	7	biological_process
GO:0042776	10	biological_process
GO:0042777	10	biological_process
GO:0042778	8	biological_process
GO:0042780	8	biological_process
GO:0042781	5	molecular_function
GO:0042783	6	biological_process
GO:0042784	7	biological_process
GO:0042785	7	biological_process
GO:0042786	7	biological_process
GO:0042788	6	cellular_component
GO:0042789	8	biological_process
GO:0042790	8	biological_process
GO:0042791	8	biological_process
GO:0042793	7	biological_process
GO:0042794	8	biological_process
GO:0042795	8	biological_process
GO:0042796	8	biological_process
GO:0042797	8	biological_process
GO:0042799	5	molecular_function
GO:0042800	5	molecular_function
GO:0042802	3	molecular_function
GO:0042803	4	molecular_function
GO:0042805	4	molecular_function
GO:0042806	4	molecular_function
GO:0042807	7	cellular_component
GO:0042809	7	molecular_function
GO:0042810	3	biological_process
GO:0042811	4	biological_process
GO:0042812	4	biological_process
GO:0042813	4	molecular_function
GO:0042814	4	biological_process
GO:0042815	4	biological_process
GO:0042816	5	biological_process
GO:0042817	4	biological_process
GO:0042818	4	biological_process
GO:0042819	6	biological_process
GO:0042820	6	biological_process
