term	level	class
GO:0005769	8	cellular_component
GO:0005770	8	cellular_component
GO:0005771	9	cellular_component
GO:0005773	5	cellular_component
GO:0005774	5	cellular_component
GO:0005775	5	cellular_component
GO:0005776	6	cellular_component
GO:0005777	6	cellular_component
GO:0005778	6	cellular_component
GO:0005780	4	cellular_component
GO:0005782	6	cellular_component
GO:0005783	5	cellular_component
GO:0005784	4	cellular_component
GO:0005785	3	cellular_component
GO:0005786	4	cellular_component
GO:0005787	3	cellular_component
GO:0005788	5	cellular_component
GO:0005789	4	cellular_component
GO:0005790	6	cellular_component
GO:0005791	6	cellular_component
GO:0005793	5	cellular_component
GO:0005794	5	cellular_component
GO:0005795	4	cellular_component
GO:0005796	5	cellular_component
GO:0005797	5	cellular_component
GO:0005798	7	cellular_component
GO:0005801	5	cellular_component
GO:0005802	4	cellular_component
GO:0005811	5	cellular_component
GO:0005813	3	cellular_component
GO:0005814	5	cellular_component
GO:0005815	2	cellular_component
GO:0005816	3	cellular_component
GO:0005818	3	cellular_component
GO:0005819	5	cellular_component
GO:0005821	2	cellular_component
GO:0005822	2	cellular_component
GO:0005823	2	cellular_component
GO:0005824	2	cellular_component
GO:0005825	2	cellular_component
GO:0005826	3	cellular_component
GO:0005827	8	cellular_component
GO:0005828	8	cellular_component
GO:0005829	2	cellular_component
GO:0005831	2	cellular_component
GO:0005832	4	cellular_component
GO:0005833	2	cellular_component
GO:0005834	4	cellular_component
GO:0005835	3	cellular_component
GO:0005836	4	cellular_component
GO:0005838	2	cellular_component
GO:0005839	3	cellular_component
GO:0005840	5	cellular_component
GO:0005844	3	cellular_component
GO:0005845	3	cellular_component
GO:0005846	3	cellular_component
GO:0005847	4	cellular_component
GO:0005848	4	cellular_component
GO:0005849	3	cellular_component
GO:0005850	2	cellular_component
GO:0005851	2	cellular_component
GO:0005852	2	cellular_component
GO:0005853	2	cellular_component
GO:0005854	2	cellular_component
GO:0005856	5	cellular_component
GO:0005858	4	cellular_component
GO:0005859	4	cellular_component
GO:0005861	2	cellular_component
GO:0005862	2	cellular_component
GO:0005863	3	cellular_component
GO:0005865	3	cellular_component
GO:0005868	4	cellular_component
GO:0005869	3	cellular_component
GO:0005870	3	cellular_component
GO:0005871	3	cellular_component
GO:0005872	4	cellular_component
GO:0005873	4	cellular_component
GO:0005874	6	cellular_component
GO:0005875	2	cellular_component
GO:0005876	7	cellular_component
GO:0005879	8	cellular_component
GO:0005880	7	cellular_component
GO:0005881	7	cellular_component
GO:0005882	6	cellular_component
GO:0005883	7	cellular_component
GO:0005884	6	cellular_component
GO:0005885	2	cellular_component
GO:0005886	3	cellular_component
GO:0005889	4	cellular_component
GO:0005890	4	cellular_component
GO:0005891	4	cellular_component
GO:0005892	4	cellular_component
GO:0005893	4	cellular_component
GO:0005894	4	cellular_component
GO:0005895	4	cellular_component
GO:0005896	4	cellular_component
GO:0005897	4	cellular_component
GO:0005898	4	cellular_component
GO:0005899	4	cellular_component
GO:0005900	4	cellular_component
GO:0005901	5	cellular_component
GO:0005902	5	cellular_component
GO:0005903	3	cellular_component
GO:0005905	4	cellular_component
GO:0005911	4	cellular_component
GO:0005912	5	cellular_component
GO:0005914	6	cellular_component
GO:0005915	6	cellular_component
GO:0005916	5	cellular_component
GO:0005917	6	cellular_component
GO:0005918	6	cellular_component
GO:0005919	7	cellular_component
GO:0005920	7	cellular_component
GO:0005921	5	cellular_component
GO:0005922	4	cellular_component
GO:0005923	6	cellular_component
GO:0005925	5	cellular_component
GO:0005927	5	cellular_component
GO:0005929	4	cellular_component
GO:0005930	2	cellular_component
GO:0005931	2	cellular_component
GO:0005933	2	cellular_component
GO:0005934	3	cellular_component
GO:0005935	3	cellular_component
GO:0005937	4	cellular_component
GO:0005938	3	cellular_component
GO:0005940	7	cellular_component
GO:0005942	3	cellular_component
GO:0005943	5	cellular_component
GO:0005944	5	cellular_component
GO:0005945	5	cellular_component
GO:0005946	4	cellular_component
GO:0005947	4	cellular_component
GO:0005948	4	cellular_component
GO:0005950	3	cellular_component
GO:0005951	3	cellular_component
GO:0005952	3	cellular_component
GO:0005953	3	cellular_component
GO:0005954	3	cellular_component
GO:0005955	3	cellular_component
GO:0005956	3	cellular_component
GO:0005958	3	cellular_component
GO:0005960	4	cellular_component
GO:0005962	4	cellular_component
GO:0005963	3	cellular_component
GO:0005964	7	cellular_component
GO:0005965	4	cellular_component
GO:0005967	3	cellular_component
GO:0005968	4	cellular_component
GO:0005969	4	cellular_component
GO:0005971	4	cellular_component
GO:0005975	3	biological_process
GO:0005976	4	biological_process
GO:0005977	6	biological_process
GO:0005978	7	biological_process
GO:0005979	7	biological_process
GO:0005980	7	biological_process
GO:0005981	6	biological_process
GO:0005982	6	biological_process
GO:0005983	7	biological_process
GO:0005984	5	biological_process
GO:0005985	6	biological_process
GO:0005986	7	biological_process
GO:0005987	7	biological_process
GO:0005988	6	biological_process
GO:0005989	7	biological_process
GO:0005990	7	biological_process
GO:0005991	6	biological_process
GO:0005992	7	biological_process
GO:0005993	7	biological_process
GO:0005994	6	biological_process
GO:0005995	7	biological_process
GO:0005996	3	biological_process
GO:0005997	5	biological_process
GO:0005998	6	biological_process
GO:0005999	6	biological_process
GO:0006000	5	biological_process
GO:0006001	6	biological_process
GO:0006002	4	biological_process
GO:0006003	4	biological_process
GO:0006004	5	biological_process
GO:0006005	7	biological_process
GO:0006006	5	biological_process
GO:0006007	6	biological_process
GO:0006009	5	biological_process
GO:0006011	4	biological_process
GO:0006012	5	biological_process
GO:0006013	5	biological_process
GO:0006014	5	biological_process
GO:0006015	6	biological_process
GO:0006016	6	biological_process
GO:0006017	6	biological_process
GO:0006018	6	biological_process
GO:0006019	6	biological_process
GO:0006020	5	biological_process
GO:0006021	6	biological_process
GO:0006022	4	biological_process
GO:0006023	5	biological_process
GO:0006024	6	biological_process
GO:0006025	7	biological_process
GO:0006026	5	biological_process
GO:0006027	6	biological_process
GO:0006028	7	biological_process
GO:0006029	5	biological_process
GO:0006030	5	biological_process
GO:0006031	6	biological_process
GO:0006032	6	biological_process
GO:0006033	4	biological_process
GO:0006034	6	biological_process
GO:0006035	7	biological_process
GO:0006036	7	biological_process
GO:0006037	5	biological_process
GO:0006038	6	biological_process
GO:0006039	6	biological_process
GO:0006040	4	biological_process
GO:0006041	6	biological_process
GO:0006042	7	biological_process
GO:0006043	7	biological_process
GO:0006044	6	biological_process
GO:0006045	7	biological_process
GO:0006046	7	biological_process
GO:0006047	4	biological_process
GO:0006048	5	biological_process
GO:0006049	5	biological_process
GO:0006050	5	biological_process
GO:0006051	6	biological_process
GO:0006052	7	biological_process
GO:0006053	7	biological_process
GO:0006054	4	biological_process
GO:0006055	5	biological_process
GO:0006056	5	biological_process
GO:0006057	6	biological_process
GO:0006058	6	biological_process
GO:0006059	5	biological_process
GO:0006060	6	biological_process
GO:0006061	7	biological_process
GO:0006062	7	biological_process
GO:0006063	7	biological_process
GO:0006064	7	biological_process
GO:0006065	5	biological_process
GO:0006066	3	biological_process
GO:0006067	5	biological_process
GO:0006068	6	biological_process
GO:0006069	4	biological_process
GO:0006070	5	biological_process
GO:0006071	5	biological_process
GO:0006072	5	biological_process
GO:0006074	7	biological_process
GO:0006075	8	biological_process
GO:0006076	8	biological_process
GO:0006077	7	biological_process
GO:0006078	8	biological_process
GO:0006079	8	biological_process
GO:0006080	5	biological_process
GO:0006081	3	biological_process
GO:0006082	3	biological_process
GO:0006083	3	biological_process
GO:0006084	5	biological_process
GO:0006085	6	biological_process
GO:0006086	7	biological_process
GO:0006089	4	biological_process
GO:0006090	7	biological_process
GO:0006091	3	biological_process
GO:0006094	6	biological_process
GO:0006096	4	biological_process
GO:0006097	4	biological_process
GO:0006098	5	biological_process
GO:0006099	3	biological_process
GO:0006101	3	biological_process
GO:0006102	5	biological_process
GO:0006103	7	biological_process
GO:0006104	5	biological_process
GO:0006105	7	biological_process
GO:0006106	7	biological_process
GO:0006107	7	biological_process
GO:0006108	7	biological_process
GO:0006109	5	biological_process
GO:0006110	5	biological_process
GO:0006111	6	biological_process
GO:0006112	5	biological_process
GO:0006113	5	biological_process
GO:0006114	6	biological_process
GO:0006115	6	biological_process
GO:0006116	2	biological_process
GO:0006117	4	biological_process
GO:0006119	7	biological_process
GO:0006120	7	biological_process
GO:0006121	7	biological_process
GO:0006122	7	biological_process
GO:0006123	7	biological_process
GO:0006124	4	biological_process
GO:0006127	3	biological_process
GO:0006139	3	biological_process
GO:0006140	5	biological_process
GO:0006141	5	biological_process
GO:0006142	5	biological_process
GO:0006144	5	biological_process
GO:0006145	6	biological_process
GO:0006146	7	biological_process
GO:0006147	7	biological_process
GO:0006148	8	biological_process
GO:0006149	8	biological_process
GO:0006152	6	biological_process
GO:0006154	8	biological_process
GO:0006157	8	biological_process
GO:0006161	8	biological_process
GO:0006163	5	biological_process
GO:0006164	6	biological_process
GO:0006166	5	biological_process
GO:0006167	8	biological_process
GO:0006168	6	biological_process
GO:0006169	6	biological_process
GO:0006170	8	biological_process
GO:0006171	8	biological_process
GO:0006172	8	biological_process
GO:0006173	8	biological_process
GO:0006175	8	biological_process
GO:0006176	8	biological_process
GO:0006177	8	biological_process
GO:0006178	6	biological_process
GO:0006179	6	biological_process
GO:0006180	6	biological_process
GO:0006181	8	biological_process
GO:0006182	8	biological_process
GO:0006183	8	biological_process
GO:0006185	8	biological_process
GO:0006187	8	biological_process
GO:0006188	8	biological_process
GO:0006189	9	biological_process
GO:0006190	6	biological_process
GO:0006191	6	biological_process
GO:0006193	7	biological_process
GO:0006195	6	biological_process
GO:0006196	7	biological_process
GO:0006198	7	biological_process
GO:0006201	8	biological_process
GO:0006202	7	biological_process
GO:0006203	7	biological_process
GO:0006204	7	biological_process
GO:0006206	5	biological_process
GO:0006207	7	biological_process
GO:0006208	6	biological_process
GO:0006209	5	biological_process
GO:0006210	7	biological_process
GO:0006211	5	biological_process
GO:0006212	7	biological_process
GO:0006213	5	biological_process
GO:0006214	8	biological_process
GO:0006216	8	biological_process
GO:0006217	8	biological_process
GO:0006218	8	biological_process
GO:0006219	8	biological_process
GO:0006220	5	biological_process
GO:0006221	6	biological_process
GO:0006222	8	biological_process
GO:0006223	6	biological_process
GO:0006225	8	biological_process
GO:0006226	8	biological_process
GO:0006227	8	biological_process
GO:0006228	8	biological_process
GO:0006229	8	biological_process
GO:0006230	8	biological_process
GO:0006231	8	biological_process
GO:0006232	8	biological_process
GO:0006233	8	biological_process
GO:0006234	8	biological_process
GO:0006235	8	biological_process
GO:0006236	6	biological_process
GO:0006237	7	biological_process
GO:0006238	7	biological_process
GO:0006239	7	biological_process
GO:0006240	8	biological_process
GO:0006241	8	biological_process
GO:0006242	8	biological_process
GO:0006244	6	biological_process
GO:0006245	7	biological_process
GO:0006246	7	biological_process
GO:0006248	7	biological_process
GO:0006249	7	biological_process
GO:0006251	7	biological_process
GO:0006253	7	biological_process
GO:0006254	7	biological_process
GO:0006256	7	biological_process
GO:0006257	7	biological_process
GO:0006258	5	biological_process
GO:0006259	5	biological_process
GO:0006260	6	biological_process
GO:0006261	7	biological_process
GO:0006264	7	biological_process
GO:0006265	6	biological_process
GO:0006266	6	biological_process
GO:0006267	4	biological_process
GO:0006268	9	biological_process
GO:0006269	6	biological_process
GO:0006270	6	biological_process
GO:0006271	7	biological_process
GO:0006272	8	biological_process
GO:0006273	8	biological_process
GO:0006274	6	biological_process
GO:0006275	6	biological_process
GO:0006276	2	biological_process
GO:0006277	6	biological_process
GO:0006278	6	biological_process
GO:0006279	3	biological_process
GO:0006281	5	biological_process
GO:0006282	5	biological_process
GO:0006283	7	biological_process
GO:0006284	6	biological_process
GO:0006285	6	biological_process
GO:0006287	6	biological_process
GO:0006288	8	biological_process
GO:0006289	6	biological_process
GO:0006290	6	biological_process
GO:0006293	7	biological_process
GO:0006294	7	biological_process
GO:0006297	6	biological_process
GO:0006298	6	biological_process
GO:0006301	6	biological_process
GO:0006302	6	biological_process
GO:0006303	7	biological_process
GO:0006304	5	biological_process
GO:0006305	6	biological_process
GO:0006306	4	biological_process
GO:0006307	7	biological_process
GO:0006308	5	biological_process
GO:0006309	6	biological_process
GO:0006310	6	biological_process
GO:0006311	4	biological_process
GO:0006312	7	biological_process
GO:0006313	3	biological_process
GO:0006314	7	biological_process
GO:0006315	8	biological_process
GO:0006316	8	biological_process
GO:0006325	6	biological_process
GO:0006334	7	biological_process
GO:0006335	7	biological_process
GO:0006337	7	biological_process
GO:0006338	7	biological_process
GO:0006346	10	biological_process
GO:0006349	7	biological_process
GO:0006351	6	biological_process
GO:0006352	6	biological_process
GO:0006353	6	biological_process
GO:0006354	6	biological_process
GO:0006355	6	biological_process
GO:0006356	7	biological_process
GO:0006357	7	biological_process
GO:0006359	7	biological_process
GO:0006360	7	biological_process
GO:0006361	7	biological_process
GO:0006362	7	biological_process
GO:0006363	7	biological_process
GO:0006364	8	biological_process
GO:0006366	7	biological_process
GO:0006367	7	biological_process
GO:0006368	7	biological_process
GO:0006369	7	biological_process
GO:0006370	8	biological_process
GO:0006376	7	biological_process
GO:0006378	9	biological_process
GO:0006382	7	biological_process
GO:0006383	7	biological_process
GO:0006384	7	biological_process
GO:0006385	7	biological_process
GO:0006386	7	biological_process
GO:0006388	9	biological_process
GO:0006390	7	biological_process
GO:0006391	7	biological_process
GO:0006392	7	biological_process
GO:0006393	7	biological_process
GO:0006396	6	biological_process
GO:0006397	7	biological_process
GO:0006398	8	biological_process
GO:0006399	7	biological_process
GO:0006400	6	biological_process
GO:0006401	5	biological_process
GO:0006402	6	biological_process
GO:0006403	3	biological_process
GO:0006404	5	biological_process
GO:0006405	5	biological_process
GO:0006406	6	biological_process
GO:0006407	6	biological_process
GO:0006408	6	biological_process
GO:0006409	6	biological_process
GO:0006412	4	biological_process
GO:0006413	3	biological_process
GO:0006414	5	biological_process
GO:0006415	6	biological_process
GO:0006417	6	biological_process
GO:0006418	6	biological_process
GO:0006419	7	biological_process
GO:0006420	7	biological_process
GO:0006421	7	biological_process
GO:0006422	7	biological_process
GO:0006423	7	biological_process
GO:0006424	7	biological_process
GO:0006425	7	biological_process
GO:0006426	7	biological_process
GO:0006427	7	biological_process
GO:0006428	7	biological_process
GO:0006429	7	biological_process
GO:0006430	7	biological_process
GO:0006431	7	biological_process
GO:0006432	7	biological_process
GO:0006433	7	biological_process
GO:0006434	7	biological_process
GO:0006435	7	biological_process
GO:0006436	7	biological_process
GO:0006437	7	biological_process
GO:0006438	7	biological_process
GO:0006446	7	biological_process
GO:0006447	8	biological_process
GO:0006448	7	biological_process
GO:0006449	6	biological_process
GO:0006450	3	biological_process
GO:0006451	6	biological_process
GO:0006452	6	biological_process
GO:0006457	2	biological_process
GO:0006458	3	biological_process
GO:0006463	6	biological_process
GO:0006465	5	biological_process
GO:0006468	5	biological_process
GO:0006469	7	biological_process
GO:0006470	5	biological_process
GO:0006473	6	biological_process
GO:0006474	5	biological_process
GO:0006475	7	biological_process
GO:0006476	6	biological_process
GO:0006477	5	biological_process
GO:0006478	6	biological_process
GO:0006479	4	biological_process
GO:0006480	5	biological_process
GO:0006481	5	biological_process
GO:0006482	3	biological_process
GO:0006486	4	biological_process
GO:0006487	5	biological_process
GO:0006488	5	biological_process
GO:0006489	6	biological_process
GO:0006490	4	biological_process
GO:0006491	5	biological_process
GO:0006493	5	biological_process
GO:0006497	5	biological_process
GO:0006498	6	biological_process
GO:0006499	7	biological_process
GO:0006500	7	biological_process
GO:0006501	6	biological_process
GO:0006505	6	biological_process
GO:0006506	6	biological_process
GO:0006507	7	biological_process
GO:0006508	4	biological_process
GO:0006509	6	biological_process
GO:0006511	7	biological_process
GO:0006513	8	biological_process
GO:0006515	6	biological_process
GO:0006516	5	biological_process
GO:0006517	5	biological_process
GO:0006518	4	biological_process
GO:0006520	3	biological_process
GO:0006521	5	biological_process
GO:0006522	6	biological_process
GO:0006523	7	biological_process
GO:0006524	6	biological_process
GO:0006525	6	biological_process
GO:0006526	7	biological_process
GO:0006527	6	biological_process
GO:0006528	6	biological_process
GO:0006529	7	biological_process
GO:0006530	6	biological_process
GO:0006531	6	biological_process
GO:0006532	7	biological_process
GO:0006533	6	biological_process
GO:0006534	5	biological_process
GO:0006535	7	biological_process
GO:0006536	4	biological_process
GO:0006537	5	biological_process
GO:0006538	5	biological_process
GO:0006539	6	biological_process
GO:0006540	6	biological_process
GO:0006541	6	biological_process
GO:0006542	7	biological_process
GO:0006543	6	biological_process
GO:0006544	6	biological_process
GO:0006545	7	biological_process
GO:0006546	6	biological_process
GO:0006547	4	biological_process
GO:0006548	5	biological_process
GO:0006549	5	biological_process
GO:0006550	6	biological_process
GO:0006551	5	biological_process
GO:0006552	6	biological_process
GO:0006553	6	biological_process
GO:0006554	6	biological_process
GO:0006555	5	biological_process
GO:0006556	4	biological_process
GO:0006558	5	biological_process
GO:0006559	6	biological_process
GO:0006560	6	biological_process
GO:0006561	7	biological_process
GO:0006562	6	biological_process
GO:0006563	6	biological_process
GO:0006564	7	biological_process
GO:0006565	6	biological_process
GO:0006566	6	biological_process
GO:0006567	6	biological_process
GO:0006568	5	biological_process
GO:0006569	5	biological_process
GO:0006570	5	biological_process
GO:0006571	6	biological_process
GO:0006572	6	biological_process
GO:0006573	5	biological_process
GO:0006574	6	biological_process
GO:0006575	3	biological_process
GO:0006576	5	biological_process
GO:0006577	4	biological_process
GO:0006578	5	biological_process
GO:0006579	5	biological_process
GO:0006580	5	biological_process
GO:0006581	5	biological_process
GO:0006582	3	biological_process
GO:0006583	5	biological_process
GO:0006584	6	biological_process
GO:0006585	6	biological_process
GO:0006586	5	biological_process
GO:0006587	6	biological_process
GO:0006589	5	biological_process
GO:0006590	4	biological_process
GO:0006591	5	biological_process
GO:0006592	6	biological_process
GO:0006593	5	biological_process
GO:0006595	6	biological_process
GO:0006596	7	biological_process
GO:0006597	8	biological_process
GO:0006598	7	biological_process
GO:0006599	4	biological_process
GO:0006600	4	biological_process
GO:0006601	5	biological_process
GO:0006602	5	biological_process
GO:0006603	5	biological_process
GO:0006604	5	biological_process
GO:0006605	5	biological_process
GO:0006606	5	biological_process
GO:0006607	6	biological_process
GO:0006610	6	biological_process
GO:0006611	5	biological_process
GO:0006612	5	biological_process
GO:0006613	6	biological_process
GO:0006614	7	biological_process
GO:0006615	4	biological_process
GO:0006616	5	biological_process
GO:0006617	6	biological_process
GO:0006618	6	biological_process
GO:0006620	6	biological_process
GO:0006621	6	biological_process
GO:0006622	6	biological_process
GO:0006623	5	biological_process
GO:0006624	6	biological_process
GO:0006625	5	biological_process
GO:0006626	5	biological_process
GO:0006627	7	biological_process
GO:0006629	3	biological_process
GO:0006631	4	biological_process
GO:0006633	5	biological_process
GO:0006634	5	biological_process
GO:0006635	6	biological_process
GO:0006636	6	biological_process
GO:0006637	4	biological_process
GO:0006638	4	biological_process
GO:0006639	5	biological_process
GO:0006640	6	biological_process
GO:0006641	6	biological_process
GO:0006642	7	biological_process
GO:0006643	4	biological_process
GO:0006644	4	biological_process
GO:0006646	6	biological_process
GO:0006647	7	biological_process
GO:0006648	7	biological_process
GO:0006649	7	biological_process
GO:0006650	5	biological_process
GO:0006651	6	biological_process
GO:0006653	5	biological_process
GO:0006654	6	biological_process
GO:0006655	6	biological_process
GO:0006656	5	biological_process
GO:0006657	6	biological_process
GO:0006658	4	biological_process
GO:0006659	5	biological_process
GO:0006660	5	biological_process
GO:0006661	6	biological_process
GO:0006662	4	biological_process
GO:0006663	5	biological_process
GO:0006664	5	biological_process
GO:0006665	4	biological_process
GO:0006666	4	biological_process
GO:0006667	6	biological_process
GO:0006668	5	biological_process
GO:0006669	6	biological_process
GO:0006670	6	biological_process
GO:0006671	5	biological_process
GO:0006672	4	biological_process
GO:0006673	5	biological_process
GO:0006675	6	biological_process
GO:0006676	6	biological_process
GO:0006677	5	biological_process
GO:0006678	6	biological_process
GO:0006679	7	biological_process
GO:0006680	7	biological_process
GO:0006681	6	biological_process
GO:0006682	7	biological_process
GO:0006683	7	biological_process
GO:0006684	4	biological_process
GO:0006685	5	biological_process
GO:0006686	5	biological_process
GO:0006687	5	biological_process
GO:0006688	6	biological_process
GO:0006689	6	biological_process
GO:0006690	6	biological_process
GO:0006691	7	biological_process
GO:0006692	6	biological_process
GO:0006693	7	biological_process
GO:0006694	5	biological_process
GO:0006695	6	biological_process
GO:0006696	5	biological_process
GO:0006697	5	biological_process
GO:0006699	5	biological_process
GO:0006700	3	biological_process
GO:0006701	4	biological_process
GO:0006702	4	biological_process
GO:0006703	4	biological_process
GO:0006704	6	biological_process
GO:0006705	3	biological_process
GO:0006706	5	biological_process
GO:0006707	5	biological_process
GO:0006708	5	biological_process
GO:0006709	4	biological_process
GO:0006710	4	biological_process
GO:0006711	4	biological_process
GO:0006712	3	biological_process
GO:0006713	6	biological_process
GO:0006714	6	biological_process
GO:0006715	6	biological_process
GO:0006716	3	biological_process
GO:0006718	4	biological_process
GO:0006719	4	biological_process
GO:0006720	4	biological_process
GO:0006721	5	biological_process
GO:0006722	6	biological_process
GO:0006723	5	biological_process
GO:0006725	3	biological_process
GO:0006726	4	biological_process
GO:0006727	5	biological_process
GO:0006728	4	biological_process
GO:0006729	6	biological_process
GO:0006730	3	biological_process
GO:0006734	7	biological_process
GO:0006735	2	biological_process
GO:0006738	7	biological_process
GO:0006739	6	biological_process
GO:0006740	4	biological_process
GO:0006741	7	biological_process
GO:0006742	7	biological_process
GO:0006743	5	biological_process
GO:0006744	6	biological_process
GO:0006746	6	biological_process
GO:0006747	7	biological_process
GO:0006748	4	biological_process
GO:0006749	3	biological_process
GO:0006750	4	biological_process
GO:0006751	4	biological_process
GO:0006753	4	biological_process
GO:0006754	8	biological_process
GO:0006756	7	biological_process
GO:0006760	4	biological_process
GO:0006761	6	biological_process
GO:0006766	3	biological_process
GO:0006767	4	biological_process
GO:0006768	4	biological_process
GO:0006769	4	biological_process
GO:0006771	5	biological_process
GO:0006772	5	biological_process
GO:0006775	4	biological_process
GO:0006776	5	biological_process
GO:0006777	5	biological_process
GO:0006778	5	biological_process
GO:0006779	6	biological_process
GO:0006780	6	biological_process
GO:0006781	6	biological_process
GO:0006782	7	biological_process
GO:0006783	4	biological_process
GO:0006784	5	biological_process
GO:0006785	5	biological_process
GO:0006786	5	biological_process
GO:0006787	6	biological_process
GO:0006788	4	biological_process
GO:0006789	7	biological_process
GO:0006790	3	biological_process
GO:0006791	5	biological_process
GO:0006792	7	biological_process
GO:0006793	3	biological_process
GO:0006794	4	biological_process
GO:0006795	6	biological_process
GO:0006796	4	biological_process
GO:0006797	4	biological_process
GO:0006798	4	biological_process
GO:0006799	4	biological_process
GO:0006801	4	biological_process
GO:0006805	3	biological_process
GO:0006807	2	biological_process
GO:0006808	7	biological_process
GO:0006809	5	biological_process
GO:0006810	3	biological_process
GO:0006811	4	biological_process
GO:0006812	5	biological_process
GO:0006813	7	biological_process
GO:0006814	7	biological_process
GO:0006816	5	biological_process
GO:0006817	5	biological_process
GO:0006820	5	biological_process
GO:0006821	5	biological_process
GO:0006824	5	biological_process
GO:0006825	8	biological_process
GO:0006826	8	biological_process
GO:0006828	8	biological_process
GO:0006829	8	biological_process
GO:0006833	5	biological_process
GO:0006835	7	biological_process
GO:0006836	4	biological_process
GO:0006837	6	biological_process
GO:0006839	4	biological_process
GO:0006842	7	biological_process
GO:0006843	6	biological_process
GO:0006844	6	biological_process
GO:0006846	5	biological_process
GO:0006847	6	biological_process
GO:0006848	8	biological_process
GO:0006849	6	biological_process
GO:0006850	6	biological_process
GO:0006851	6	biological_process
GO:0006853	4	biological_process
GO:0006855	3	biological_process
GO:0006856	4	biological_process
GO:0006857	6	biological_process
GO:0006858	4	biological_process
GO:0006860	5	biological_process
GO:0006862	6	biological_process
GO:0006863	6	biological_process
GO:0006864	7	biological_process
GO:0006865	5	biological_process
GO:0006867	7	biological_process
GO:0006868	7	biological_process
GO:0006869	5	biological_process
GO:0006873	4	biological_process
GO:0006874	5	biological_process
GO:0006877	5	biological_process
GO:0006878	5	biological_process
GO:0006879	4	biological_process
GO:0006880	4	biological_process
GO:0006881	4	biological_process
GO:0006882	4	biological_process
GO:0006883	5	biological_process
GO:0006884	3	biological_process
GO:0006885	2	biological_process
GO:0006886	4	biological_process
GO:0006887	3	biological_process
GO:0006888	4	biological_process
GO:0006890	4	biological_process
GO:0006891	4	biological_process
GO:0006892	4	biological_process
GO:0006893	4	biological_process
GO:0006895	5	biological_process
GO:0006896	5	biological_process
GO:0006897	3	biological_process
GO:0006898	4	biological_process
GO:0006900	5	biological_process
GO:0006901	6	biological_process
GO:0006903	2	biological_process
GO:0006904	3	biological_process
GO:0006906	6	biological_process
GO:0006907	4	biological_process
GO:0006909	4	biological_process
GO:0006910	3	biological_process
GO:0006911	7	biological_process
GO:0006913	5	biological_process
GO:0006914	3	biological_process
GO:0006915	4	biological_process
GO:0006919	10	biological_process
GO:0006921	5	biological_process
GO:0006924	8	biological_process
GO:0006925	5	biological_process
GO:0006929	4	biological_process
GO:0006930	7	biological_process
GO:0006931	4	biological_process
GO:0006932	6	biological_process
GO:0006933	6	biological_process
GO:0006934	6	biological_process
GO:0006935	3	biological_process
GO:0006936	4	biological_process
GO:0006937	6	biological_process
GO:0006939	5	biological_process
GO:0006940	7	biological_process
GO:0006941	5	biological_process
GO:0006942	7	biological_process
GO:0006948	4	biological_process
GO:0006949	2	biological_process
GO:0006950	2	biological_process
GO:0006952	3	biological_process
GO:0006953	6	biological_process
GO:0006954	4	biological_process
GO:0006955	2	biological_process
GO:0006956	3	biological_process
GO:0006957	4	biological_process
GO:0006958	4	biological_process
GO:0006959	3	biological_process
GO:0006962	6	biological_process
GO:0006963	8	biological_process
GO:0006964	9	biological_process
GO:0006965	9	biological_process
GO:0006967	8	biological_process
GO:0006968	4	biological_process
GO:0006970	3	biological_process
GO:0006971	4	biological_process
GO:0006972	4	biological_process
GO:0006973	3	biological_process
GO:0006974	4	biological_process
GO:0006977	6	biological_process
GO:0006978	6	biological_process
GO:0006979	3	biological_process
GO:0006982	5	biological_process
GO:0006983	4	biological_process
GO:0006984	3	biological_process
GO:0006986	4	biological_process
GO:0006990	10	biological_process
GO:0006991	3	biological_process
GO:0006995	5	biological_process
GO:0006996	4	biological_process
GO:0006997	5	biological_process
GO:0006998	5	biological_process
GO:0006999	5	biological_process
GO:0007000	6	biological_process
GO:0007004	7	biological_process
GO:0007005	5	biological_process
GO:0007006	5	biological_process
GO:0007007	6	biological_process
GO:0007008	6	biological_process
GO:0007009	5	biological_process
GO:0007010	5	biological_process
GO:0007014	5	biological_process
GO:0007015	5	biological_process
GO:0007017	2	biological_process
GO:0007018	3	biological_process
GO:0007019	5	biological_process
GO:0007020	4	biological_process
GO:0007021	6	biological_process
GO:0007023	3	biological_process
GO:0007026	7	biological_process
GO:0007027	7	biological_process
GO:0007028	4	biological_process
GO:0007029	5	biological_process
GO:0007030	5	biological_process
GO:0007031	5	biological_process
GO:0007032	6	biological_process
GO:0007033	5	biological_process
GO:0007034	4	biological_process
GO:0007035	5	biological_process
GO:0007036	6	biological_process
GO:0007038	5	biological_process
GO:0007039	5	biological_process
GO:0007040	7	biological_process
GO:0007041	5	biological_process
GO:0007042	5	biological_process
GO:0007043	6	biological_process
GO:0007044	6	biological_process
GO:0007049	2	biological_process
GO:0007051	3	biological_process
GO:0007052	4	biological_process
GO:0007053	3	biological_process
GO:0007054	4	biological_process
GO:0007055	4	biological_process
GO:0007056	3	biological_process
GO:0007057	4	biological_process
GO:0007058	4	biological_process
GO:0007059	3	biological_process
GO:0007060	3	biological_process
GO:0007062	3	biological_process
GO:0007063	6	biological_process
GO:0007064	4	biological_process
GO:0007065	5	biological_process
GO:0007066	5	biological_process
GO:0007072	4	biological_process
